tx_name	gene_id	gene_name	with_UTRs
ENST00000490531.3	ENSG00000136274.9	NACAD	TRUE
ENST00000258770.8	ENSG00000136270.14	TBRG4	TRUE
ENST00000395655.8	ENSG00000136270.14	TBRG4	TRUE
ENST00000483615.1	ENSG00000136270.14	TBRG4	FALSE
ENST00000475893.1	ENSG00000136270.14	TBRG4	FALSE
ENST00000482285.1	ENSG00000136270.14	TBRG4	FALSE
ENST00000636578.2	ENSG00000283247.2	CCDC201	TRUE
ENST00000381083.9	ENSG00000146674.15	IGFBP3	TRUE
ENST00000381086.9	ENSG00000146674.15	IGFBP3	TRUE
ENST00000613132.4	ENSG00000146674.15	IGFBP3	FALSE
ENST00000275521.10	ENSG00000146674.15	IGFBP3	TRUE
ENST00000615754.4	ENSG00000146674.15	IGFBP3	FALSE
ENST00000448817.1	ENSG00000146674.15	IGFBP3	FALSE
ENST00000311160.14	ENSG00000136205.17	TNS3	TRUE
ENST00000450444.5	ENSG00000136205.17	TNS3	FALSE
ENST00000442536.6	ENSG00000136205.17	TNS3	TRUE
ENST00000413551.1	ENSG00000136205.17	TNS3	FALSE
ENST00000434451.1	ENSG00000136205.17	TNS3	FALSE
ENST00000289672.7	ENSG00000158683.9	PKD1L1	TRUE
ENST00000258774.10	ENSG00000136273.13	HUS1	TRUE
ENST00000458191.5	ENSG00000136273.13	HUS1	TRUE
ENST00000433977.5	ENSG00000136273.13	HUS1	TRUE
ENST00000446009.1	ENSG00000136273.13	HUS1	FALSE
ENST00000297325.9	ENSG00000164744.13	SUN3	TRUE
ENST00000412371.5	ENSG00000164744.13	SUN3	FALSE
ENST00000412142.5	ENSG00000164744.13	SUN3	TRUE
ENST00000449896.2	ENSG00000164744.13	SUN3	TRUE
ENST00000438771.5	ENSG00000164744.13	SUN3	FALSE
ENST00000453192.3	ENSG00000164744.13	SUN3	FALSE
ENST00000046087.7	ENSG00000042813.8	ZPBP	TRUE
ENST00000419417.5	ENSG00000042813.8	ZPBP	FALSE
ENST00000413331.1	ENSG00000042813.8	ZPBP	TRUE
ENST00000419119.1	ENSG00000132436.11	FIGNL1	TRUE
ENST00000435566.5	ENSG00000132436.11	FIGNL1	TRUE
ENST00000448788.1	ENSG00000132436.11	FIGNL1	FALSE
ENST00000615193.4	ENSG00000132437.18	DDC	TRUE
ENST00000617822.4	ENSG00000132437.18	DDC	TRUE
ENST00000622873.4	ENSG00000132437.18	DDC	TRUE
ENST00000426377.5	ENSG00000132437.18	DDC	TRUE
ENST00000444733.5	ENSG00000132437.18	DDC	TRUE
ENST00000444124.7	ENSG00000132437.18	DDC	TRUE
ENST00000380984.4	ENSG00000132437.18	DDC	TRUE
ENST00000398810.6	ENSG00000106070.20	GRB10	TRUE
ENST00000401949.6	ENSG00000106070.20	GRB10	TRUE
ENST00000644769.1	ENSG00000106070.20	GRB10	TRUE
ENST00000644879.1	ENSG00000106070.20	GRB10	TRUE
ENST00000357271.9	ENSG00000106070.20	GRB10	TRUE
ENST00000428711.1	ENSG00000106070.20	GRB10	FALSE
ENST00000431948.5	ENSG00000106078.19	COBL	FALSE
ENST00000445054.5	ENSG00000106078.19	COBL	FALSE
ENST00000265136.12	ENSG00000106078.19	COBL	TRUE
ENST00000395542.6	ENSG00000106078.19	COBL	TRUE
ENST00000395540.6	ENSG00000106078.19	COBL	TRUE
ENST00000441453.5	ENSG00000106078.19	COBL	TRUE
ENST00000632460.1	ENSG00000106078.19	COBL	TRUE
ENST00000449281.1	ENSG00000106078.19	COBL	FALSE
ENST00000415949.5	ENSG00000132432.14	SEC61G	TRUE
ENST00000285279.10	ENSG00000154978.13	VOPP1	TRUE
ENST00000433959.5	ENSG00000154978.13	VOPP1	TRUE
ENST00000428097.5	ENSG00000154978.13	VOPP1	TRUE
ENST00000625836.2	ENSG00000154978.13	VOPP1	FALSE
ENST00000418904.5	ENSG00000154978.13	VOPP1	TRUE
ENST00000454227.5	ENSG00000154978.13	VOPP1	TRUE
ENST00000427700.1	ENSG00000154978.13	VOPP1	TRUE
ENST00000455023.5	ENSG00000154978.13	VOPP1	FALSE
ENST00000388975.4	ENSG00000154997.9	SEPTIN14	TRUE
ENST00000395471.7	ENSG00000146733.14	PSPH	TRUE
ENST00000427797.5	ENSG00000146733.14	PSPH	TRUE
ENST00000452681.6	ENSG00000164776.10	PHKG1	TRUE
ENST00000537360.5	ENSG00000164776.10	PHKG1	TRUE
ENST00000297373.7	ENSG00000164776.10	PHKG1	TRUE
ENST00000395428.3	ENSG00000164776.10	PHKG1	TRUE
ENST00000395422.4	ENSG00000106153.13	CHCHD2	TRUE
ENST00000329309.4	ENSG00000185290.4	NUPR2	TRUE
ENST00000331162.8	ENSG00000185177.13	ZNF479	TRUE
ENST00000309683.11	ENSG00000173041.12	ZNF680	TRUE
ENST00000447137.2	ENSG00000173041.12	ZNF680	TRUE
ENST00000282869.11	ENSG00000152926.15	ZNF117	TRUE
ENST00000610793.1	ENSG00000152926.15	ZNF117	TRUE
ENST00000394323.3	ENSG00000213462.5	ERV3-1	TRUE
ENST00000304895.9	ENSG00000169919.17	GUSB	TRUE
ENST00000430730.5	ENSG00000169919.17	GUSB	TRUE
ENST00000421103.5	ENSG00000169919.17	GUSB	TRUE
ENST00000446111.1	ENSG00000169919.17	GUSB	TRUE
ENST00000246868.7	ENSG00000126524.10	SBDS	TRUE
ENST00000414306.5	ENSG00000126524.10	SBDS	TRUE
ENST00000617799.1	ENSG00000126524.10	SBDS	TRUE
ENST00000329008.9	ENSG00000183166.11	CALN1	TRUE
ENST00000395275.7	ENSG00000183166.11	CALN1	TRUE
ENST00000405452.3	ENSG00000183166.11	CALN1	FALSE
ENST00000446128.1	ENSG00000183166.11	CALN1	FALSE
ENST00000612372.4	ENSG00000277149.5	TYW1B	TRUE
ENST00000620995.5	ENSG00000277149.5	TYW1B	TRUE
ENST00000610600.1	ENSG00000277149.5	TYW1B	FALSE
ENST00000395244.5	ENSG00000155428.12	TRIM74	TRUE
ENST00000285805.3	ENSG00000155428.12	TRIM74	TRUE
ENST00000333385.10	ENSG00000273520.5	SPDYE8	TRUE
ENST00000340073.8	ENSG00000286228.1	SPDYE11	TRUE
ENST00000575125.5	ENSG00000262461.6	SPDYE9	TRUE
ENST00000438747.7	ENSG00000130305.17	NSUN5	TRUE
ENST00000428206.5	ENSG00000130305.17	NSUN5	FALSE
ENST00000252594.10	ENSG00000130305.17	NSUN5	FALSE
ENST00000310326.8	ENSG00000130305.17	NSUN5	TRUE
ENST00000333149.7	ENSG00000146755.11	TRIM50	TRUE
ENST00000339594.9	ENSG00000009954.11	BAZ1B	TRUE
ENST00000223368.7	ENSG00000106635.8	BCL7B	TRUE
ENST00000411832.5	ENSG00000106635.8	BCL7B	TRUE
ENST00000454871.5	ENSG00000106635.8	BCL7B	TRUE
ENST00000448175.5	ENSG00000106635.8	BCL7B	TRUE
ENST00000455335.2	ENSG00000106635.8	BCL7B	TRUE
ENST00000305632.11	ENSG00000106638.17	TBL2	TRUE
ENST00000424598.5	ENSG00000106638.17	TBL2	TRUE
ENST00000450285.5	ENSG00000106638.17	TBL2	TRUE
ENST00000610724.4	ENSG00000106638.17	TBL2	FALSE
ENST00000432538.5	ENSG00000106638.17	TBL2	TRUE
ENST00000433464.5	ENSG00000106638.17	TBL2	TRUE
ENST00000426966.5	ENSG00000106638.17	TBL2	TRUE
ENST00000437521.5	ENSG00000106638.17	TBL2	TRUE
ENST00000435792.5	ENSG00000106638.17	TBL2	TRUE
ENST00000452125.5	ENSG00000106638.17	TBL2	TRUE
ENST00000458466.1	ENSG00000106638.17	TBL2	TRUE
ENST00000345114.9	ENSG00000009950.16	MLXIPL	FALSE
ENST00000414749.6	ENSG00000009950.16	MLXIPL	FALSE
ENST00000429400.6	ENSG00000009950.16	MLXIPL	FALSE
ENST00000354613.5	ENSG00000009950.16	MLXIPL	TRUE
ENST00000434326.5	ENSG00000009950.16	MLXIPL	TRUE
ENST00000313375.8	ENSG00000009950.16	MLXIPL	TRUE
ENST00000453275.1	ENSG00000009950.16	MLXIPL	FALSE
ENST00000395176.3	ENSG00000176410.8	DNAJC30	TRUE
ENST00000395156.7	ENSG00000106089.12	STX1A	TRUE
ENST00000222812.8	ENSG00000106089.12	STX1A	TRUE
ENST00000395154.7	ENSG00000106089.12	STX1A	TRUE
ENST00000395155.3	ENSG00000106089.12	STX1A	FALSE
ENST00000357419.8	ENSG00000106077.18	ABHD11	TRUE
ENST00000437775.6	ENSG00000106077.18	ABHD11	TRUE
ENST00000222800.7	ENSG00000106077.18	ABHD11	TRUE
ENST00000458339.5	ENSG00000106077.18	ABHD11	TRUE
ENST00000395147.8	ENSG00000106077.18	ABHD11	FALSE
ENST00000474130.1	ENSG00000106077.18	ABHD11	FALSE
ENST00000395145.3	ENSG00000165215.6	CLDN3	TRUE
ENST00000297873.9	ENSG00000165171.11	METTL27	TRUE
ENST00000458679.5	ENSG00000165171.11	METTL27	TRUE
ENST00000352131.7	ENSG00000049541.11	RFC2	FALSE
ENST00000055077.8	ENSG00000049541.11	RFC2	FALSE
ENST00000621097.4	ENSG00000049541.11	RFC2	TRUE
ENST00000480432.5	ENSG00000049541.11	RFC2	TRUE
ENST00000491206.5	ENSG00000049541.11	RFC2	FALSE
ENST00000493156.6	ENSG00000049541.11	RFC2	FALSE
ENST00000463194.1	ENSG00000049541.11	RFC2	FALSE
ENST00000451013.6	ENSG00000196275.14	GTF2IRD2	TRUE
ENST00000651129.1	ENSG00000196275.14	GTF2IRD2	TRUE
ENST00000625377.2	ENSG00000196275.14	GTF2IRD2	TRUE
ENST00000614386.1	ENSG00000196275.14	GTF2IRD2	TRUE
ENST00000614461.4	ENSG00000274523.5	RCC1L	TRUE
ENST00000610322.5	ENSG00000274523.5	RCC1L	TRUE
ENST00000618035.4	ENSG00000274523.5	RCC1L	TRUE
ENST00000615331.5	ENSG00000272391.6	POM121C	TRUE
ENST00000607367.5	ENSG00000272391.6	POM121C	FALSE
ENST00000336926.11	ENSG00000127946.17	HIP1	TRUE
ENST00000434438.6	ENSG00000127946.17	HIP1	TRUE
ENST00000616821.4	ENSG00000127946.17	HIP1	FALSE
ENST00000420909.1	ENSG00000127946.17	HIP1	FALSE
ENST00000394905.2	ENSG00000006606.9	CCL26	TRUE
ENST00000416943.1	ENSG00000106178.7	CCL24	TRUE
ENST00000493111.7	ENSG00000189077.11	TMEM120A	TRUE
ENST00000439537.5	ENSG00000189077.11	TMEM120A	FALSE
ENST00000493251.5	ENSG00000189077.11	TMEM120A	FALSE
ENST00000440632.5	ENSG00000189077.11	TMEM120A	TRUE
ENST00000480899.5	ENSG00000189077.11	TMEM120A	FALSE
ENST00000485200.1	ENSG00000189077.11	TMEM120A	FALSE
ENST00000248600.5	ENSG00000127952.17	STYXL1	TRUE
ENST00000360591.7	ENSG00000127952.17	STYXL1	TRUE
ENST00000454618.5	ENSG00000127952.17	STYXL1	FALSE
ENST00000451157.1	ENSG00000127952.17	STYXL1	TRUE
ENST00000307630.5	ENSG00000170027.7	YWHAG	TRUE
ENST00000275560.4	ENSG00000146700.9	SSC4D	TRUE
ENST00000632547.1	ENSG00000185040.13	SPDYE16	FALSE
ENST00000633306.1	ENSG00000185040.13	SPDYE16	TRUE
ENST00000515340.2	ENSG00000185040.13	SPDYE16	FALSE
ENST00000275569.8	ENSG00000146707.14	POMZP3	TRUE
ENST00000310842.8	ENSG00000146707.14	POMZP3	TRUE
ENST00000424818.5	ENSG00000146707.14	POMZP3	TRUE
ENST00000671986.2	ENSG00000186645.10	SPDYE17	TRUE
ENST00000248598.6	ENSG00000127951.8	FGL2	TRUE
ENST00000257626.12	ENSG00000186088.16	GSAP	TRUE
ENST00000441833.6	ENSG00000186088.16	GSAP	TRUE
ENST00000415112.2	ENSG00000186088.16	GSAP	FALSE
ENST00000430584.1	ENSG00000186088.16	GSAP	TRUE
ENST00000257663.4	ENSG00000135211.6	TMEM60	TRUE
ENST00000354212.9	ENSG00000187391.22	MAGI2	TRUE
ENST00000628980.2	ENSG00000187391.22	MAGI2	FALSE
ENST00000419488.5	ENSG00000187391.22	MAGI2	TRUE
ENST00000535697.5	ENSG00000187391.22	MAGI2	FALSE
ENST00000629359.2	ENSG00000187391.22	MAGI2	TRUE
ENST00000637441.1	ENSG00000187391.22	MAGI2	TRUE
ENST00000626691.2	ENSG00000187391.22	MAGI2	TRUE
ENST00000522391.3	ENSG00000187391.22	MAGI2	TRUE
ENST00000637282.1	ENSG00000187391.22	MAGI2	TRUE
ENST00000637486.1	ENSG00000187391.22	MAGI2	TRUE
ENST00000519748.5	ENSG00000187391.22	MAGI2	TRUE
ENST00000636178.1	ENSG00000187391.22	MAGI2	FALSE
ENST00000522342.3	ENSG00000187391.22	MAGI2	FALSE
ENST00000524268.1	ENSG00000187391.22	MAGI2	FALSE
ENST00000636039.1	ENSG00000187391.22	MAGI2	TRUE
ENST00000630991.2	ENSG00000187391.22	MAGI2	TRUE
ENST00000628781.1	ENSG00000187391.22	MAGI2	TRUE
ENST00000636717.1	ENSG00000187391.22	MAGI2	FALSE
ENST00000634996.1	ENSG00000187391.22	MAGI2	FALSE
ENST00000398291.4	ENSG00000214415.4	GNAT3	TRUE
ENST00000265361.8	ENSG00000075223.14	SEMA3C	TRUE
ENST00000458729.5	ENSG00000075223.14	SEMA3C	TRUE
ENST00000427167.5	ENSG00000075223.14	SEMA3C	TRUE
ENST00000222390.11	ENSG00000019991.18	HGF	TRUE
ENST00000457544.7	ENSG00000019991.18	HGF	TRUE
ENST00000444829.7	ENSG00000019991.18	HGF	TRUE
ENST00000453411.6	ENSG00000019991.18	HGF	TRUE
ENST00000423064.7	ENSG00000019991.18	HGF	TRUE
ENST00000465234.2	ENSG00000019991.18	HGF	TRUE
ENST00000354224.10	ENSG00000019991.18	HGF	FALSE
ENST00000643024.1	ENSG00000019991.18	HGF	FALSE
ENST00000356860.8	ENSG00000153956.16	CACNA2D1	TRUE
ENST00000356253.9	ENSG00000153956.16	CACNA2D1	TRUE
ENST00000443883.1	ENSG00000153956.16	CACNA2D1	FALSE
ENST00000423588.1	ENSG00000153956.16	CACNA2D1	TRUE
ENST00000333891.14	ENSG00000186472.20	PCLO	TRUE
ENST00000423517.6	ENSG00000186472.20	PCLO	TRUE
ENST00000618073.1	ENSG00000186472.20	PCLO	TRUE
ENST00000437081.1	ENSG00000186472.20	PCLO	FALSE
ENST00000643230.2	ENSG00000170381.14	SEMA3E	TRUE
ENST00000427262.6	ENSG00000170381.14	SEMA3E	TRUE
ENST00000642232.1	ENSG00000170381.14	SEMA3E	FALSE
ENST00000453333.2	ENSG00000170381.14	SEMA3E	TRUE
ENST00000265362.9	ENSG00000075213.11	SEMA3A	TRUE
ENST00000420047.1	ENSG00000075213.11	SEMA3A	FALSE
ENST00000284136.10	ENSG00000153993.13	SEMA3D	TRUE
ENST00000444867.1	ENSG00000153993.13	SEMA3D	TRUE
ENST00000450689.7	ENSG00000164659.15	ELAPOR2	TRUE
ENST00000444627.5	ENSG00000164659.15	ELAPOR2	TRUE
ENST00000416314.5	ENSG00000164659.15	ELAPOR2	TRUE
ENST00000398276.6	ENSG00000164659.15	ELAPOR2	FALSE
ENST00000425689.1	ENSG00000164659.15	ELAPOR2	FALSE
ENST00000433078.5	ENSG00000135185.12	TMEM243	TRUE
ENST00000423734.1	ENSG00000135185.12	TMEM243	TRUE
ENST00000265723.8	ENSG00000005471.19	ABCB4	TRUE
ENST00000359206.8	ENSG00000005471.19	ABCB4	TRUE
ENST00000453593.5	ENSG00000005471.19	ABCB4	FALSE
ENST00000643670.1	ENSG00000005471.19	ABCB4	FALSE
ENST00000644106.1	ENSG00000005471.19	ABCB4	TRUE
ENST00000417608.1	ENSG00000005471.19	ABCB4	FALSE
ENST00000265724.8	ENSG00000085563.15	ABCB1	TRUE
ENST00000543898.5	ENSG00000085563.15	ABCB1	TRUE
ENST00000416177.1	ENSG00000085563.15	ABCB1	FALSE
ENST00000341119.10	ENSG00000075303.13	SLC25A40	TRUE
ENST00000446236.5	ENSG00000075303.13	SLC25A40	FALSE
ENST00000444363.5	ENSG00000075303.13	SLC25A40	TRUE
ENST00000265729.7	ENSG00000075142.14	SRI	FALSE
ENST00000419179.5	ENSG00000075142.14	SRI	FALSE
ENST00000490437.5	ENSG00000075142.14	SRI	TRUE
ENST00000394641.7	ENSG00000075142.14	SRI	TRUE
ENST00000431660.5	ENSG00000075142.14	SRI	TRUE
ENST00000457606.5	ENSG00000075142.14	SRI	TRUE
ENST00000380079.9	ENSG00000127954.13	STEAP4	TRUE
ENST00000301959.9	ENSG00000127954.13	STEAP4	TRUE
ENST00000414498.1	ENSG00000127954.13	STEAP4	TRUE
ENST00000297203.3	ENSG00000164645.3	TEX47	TRUE
ENST00000637645.1	ENSG00000283267.1	FAM237B	TRUE
ENST00000351870.8	ENSG00000127989.14	MTERF1	TRUE
ENST00000406735.6	ENSG00000127989.14	MTERF1	TRUE
ENST00000003100.13	ENSG00000001630.17	CYP51A1	TRUE
ENST00000450723.5	ENSG00000001630.17	CYP51A1	TRUE
ENST00000650585.1	ENSG00000285953.1	AC000120.3	FALSE
ENST00000435873.1	ENSG00000285772.1	AC000120.2	FALSE
ENST00000343318.9	ENSG00000240720.9	LRRD1	TRUE
ENST00000458448.5	ENSG00000240720.9	LRRD1	TRUE
ENST00000437357.1	ENSG00000240720.9	LRRD1	FALSE
ENST00000340022.6	ENSG00000001631.16	KRIT1	TRUE
ENST00000394503.6	ENSG00000001631.16	KRIT1	TRUE
ENST00000440209.5	ENSG00000001631.16	KRIT1	FALSE
ENST00000452773.5	ENSG00000001631.16	KRIT1	FALSE
ENST00000425919.5	ENSG00000001631.16	KRIT1	FALSE
ENST00000444960.5	ENSG00000001631.16	KRIT1	FALSE
ENST00000422347.5	ENSG00000001631.16	KRIT1	FALSE
ENST00000493463.2	ENSG00000242950.7	ERVW-1	TRUE
ENST00000438045.5	ENSG00000127980.16	PEX1	FALSE
ENST00000248633.9	ENSG00000127980.16	PEX1	TRUE
ENST00000428214.5	ENSG00000127980.16	PEX1	FALSE
ENST00000445716.6	ENSG00000234545.8	FAM133B	TRUE
ENST00000438306.5	ENSG00000234545.8	FAM133B	TRUE
ENST00000415397.6	ENSG00000234545.8	FAM133B	TRUE
ENST00000494079.1	ENSG00000234545.8	FAM133B	FALSE
ENST00000424848.3	ENSG00000105810.10	CDK6	TRUE
ENST00000379958.3	ENSG00000205413.8	SAMD9	TRUE
ENST00000446617.1	ENSG00000205413.8	SAMD9	FALSE
ENST00000318238.9	ENSG00000177409.12	SAMD9L	TRUE
ENST00000610760.1	ENSG00000177409.12	SAMD9L	FALSE
ENST00000394468.7	ENSG00000188175.10	HEPACAM2	TRUE
ENST00000440868.5	ENSG00000188175.10	HEPACAM2	TRUE
ENST00000341723.8	ENSG00000188175.10	HEPACAM2	TRUE
ENST00000453812.2	ENSG00000188175.10	HEPACAM2	TRUE
ENST00000649521.1	ENSG00000004948.16	CALCR	TRUE
ENST00000394441.5	ENSG00000004948.16	CALCR	TRUE
ENST00000415529.2	ENSG00000004948.16	CALCR	FALSE
ENST00000423724.5	ENSG00000004948.16	CALCR	FALSE
ENST00000222543.11	ENSG00000105825.14	TFPI2	TRUE
ENST00000451238.1	ENSG00000105825.14	TFPI2	FALSE
ENST00000650573.1	ENSG00000105825.14	TFPI2	TRUE
ENST00000357520.8	ENSG00000105829.13	BET1	TRUE
ENST00000650276.1	ENSG00000105829.13	BET1	TRUE
ENST00000222547.8	ENSG00000105829.13	BET1	TRUE
ENST00000433727.5	ENSG00000105829.13	BET1	TRUE
ENST00000425626.1	ENSG00000105829.13	BET1	TRUE
ENST00000647351.1	ENSG00000127990.19	SGCE	TRUE
ENST00000648936.2	ENSG00000127990.19	SGCE	TRUE
ENST00000643206.1	ENSG00000127990.19	SGCE	TRUE
ENST00000447873.6	ENSG00000127990.19	SGCE	TRUE
ENST00000644816.1	ENSG00000127990.19	SGCE	TRUE
ENST00000645804.1	ENSG00000127990.19	SGCE	FALSE
ENST00000522045.5	ENSG00000127990.19	SGCE	FALSE
ENST00000646489.1	ENSG00000127990.19	SGCE	TRUE
ENST00000642933.1	ENSG00000127990.19	SGCE	TRUE
ENST00000445866.7	ENSG00000127990.19	SGCE	TRUE
ENST00000437425.7	ENSG00000127990.19	SGCE	TRUE
ENST00000645725.1	ENSG00000127990.19	SGCE	TRUE
ENST00000644551.1	ENSG00000127990.19	SGCE	TRUE
ENST00000643605.1	ENSG00000127990.19	SGCE	TRUE
ENST00000646137.1	ENSG00000127990.19	SGCE	TRUE
ENST00000645262.1	ENSG00000127990.19	SGCE	FALSE
ENST00000646943.1	ENSG00000127990.19	SGCE	TRUE
ENST00000645101.1	ENSG00000127990.19	SGCE	TRUE
ENST00000643272.1	ENSG00000127990.19	SGCE	TRUE
ENST00000644375.1	ENSG00000127990.19	SGCE	TRUE
ENST00000642394.1	ENSG00000127990.19	SGCE	TRUE
ENST00000643610.1	ENSG00000127990.19	SGCE	TRUE
ENST00000644681.1	ENSG00000127990.19	SGCE	TRUE
ENST00000647110.1	ENSG00000127990.19	SGCE	FALSE
ENST00000642707.1	ENSG00000127990.19	SGCE	TRUE
ENST00000644609.1	ENSG00000127990.19	SGCE	TRUE
ENST00000646098.1	ENSG00000127990.19	SGCE	TRUE
ENST00000644122.1	ENSG00000127990.19	SGCE	TRUE
ENST00000644639.1	ENSG00000127990.19	SGCE	TRUE
ENST00000646600.1	ENSG00000127990.19	SGCE	TRUE
ENST00000642441.1	ENSG00000127990.19	SGCE	TRUE
ENST00000644116.1	ENSG00000127990.19	SGCE	TRUE
ENST00000643041.1	ENSG00000127990.19	SGCE	TRUE
ENST00000647018.1	ENSG00000127990.19	SGCE	TRUE
ENST00000647096.1	ENSG00000127990.19	SGCE	FALSE
ENST00000428696.7	ENSG00000127990.19	SGCE	FALSE
ENST00000646879.1	ENSG00000127990.19	SGCE	TRUE
ENST00000643193.1	ENSG00000127990.19	SGCE	TRUE
ENST00000415788.3	ENSG00000127990.19	SGCE	TRUE
ENST00000643128.1	ENSG00000127990.19	SGCE	TRUE
ENST00000643903.1	ENSG00000127990.19	SGCE	TRUE
ENST00000644201.1	ENSG00000127990.19	SGCE	FALSE
ENST00000644966.1	ENSG00000127990.19	SGCE	FALSE
ENST00000450385.6	ENSG00000127990.19	SGCE	TRUE
ENST00000222381.8	ENSG00000005421.9	PON1	TRUE
ENST00000433729.1	ENSG00000005421.9	PON1	FALSE
ENST00000265627.10	ENSG00000105852.11	PON3	TRUE
ENST00000427422.5	ENSG00000105852.11	PON3	FALSE
ENST00000418617.5	ENSG00000105852.11	PON3	FALSE
ENST00000451904.5	ENSG00000105852.11	PON3	FALSE
ENST00000456855.5	ENSG00000105852.11	PON3	FALSE
ENST00000633531.1	ENSG00000105854.13	PON2	TRUE
ENST00000455123.5	ENSG00000105854.13	PON2	TRUE
ENST00000433091.6	ENSG00000105854.13	PON2	TRUE
ENST00000633192.1	ENSG00000105854.13	PON2	TRUE
ENST00000446142.5	ENSG00000105854.13	PON2	TRUE
ENST00000490778.5	ENSG00000105854.13	PON2	FALSE
ENST00000632034.1	ENSG00000105854.13	PON2	TRUE
ENST00000493290.5	ENSG00000105854.13	PON2	FALSE
ENST00000005178.6	ENSG00000004799.8	PDK4	TRUE
ENST00000265631.10	ENSG00000004864.14	SLC25A13	TRUE
ENST00000416240.6	ENSG00000004864.14	SLC25A13	TRUE
ENST00000472162.2	ENSG00000004864.14	SLC25A13	TRUE
ENST00000356686.2	ENSG00000127922.9	SEM1	TRUE
ENST00000615352.4	ENSG00000127922.9	SEM1	TRUE
ENST00000466986.5	ENSG00000127922.9	SEM1	TRUE
ENST00000617133.4	ENSG00000127922.9	SEM1	FALSE
ENST00000618105.4	ENSG00000127922.9	SEM1	FALSE
ENST00000613919.4	ENSG00000127922.9	SEM1	FALSE
ENST00000417009.5	ENSG00000127922.9	SEM1	TRUE
ENST00000623693.3	ENSG00000127922.9	SEM1	FALSE
ENST00000623498.3	ENSG00000127922.9	SEM1	TRUE
ENST00000444799.5	ENSG00000127922.9	SEM1	TRUE
ENST00000449279.5	ENSG00000127922.9	SEM1	TRUE
ENST00000488005.5	ENSG00000127922.9	SEM1	TRUE
ENST00000248566.3	ENSG00000127922.9	SEM1	TRUE
ENST00000648378.1	ENSG00000105880.7	DLX5	TRUE
ENST00000486603.2	ENSG00000105880.7	DLX5	TRUE
ENST00000175506.8	ENSG00000070669.17	ASNS	TRUE
ENST00000454046.5	ENSG00000070669.17	ASNS	TRUE
ENST00000437628.5	ENSG00000070669.17	ASNS	TRUE
ENST00000444334.5	ENSG00000070669.17	ASNS	TRUE
ENST00000453600.5	ENSG00000070669.17	ASNS	FALSE
ENST00000257627.4	ENSG00000135175.5	OCM2	TRUE
ENST00000447648.7	ENSG00000205356.10	TECPR1	TRUE
ENST00000423128.5	ENSG00000205356.10	TECPR1	FALSE
ENST00000415086.5	ENSG00000205356.10	TECPR1	FALSE
ENST00000005260.9	ENSG00000006453.14	BAIAP2L1	TRUE
ENST00000416379.6	ENSG00000166448.15	TMEM130	FALSE
ENST00000339375.9	ENSG00000166448.15	TMEM130	TRUE
ENST00000450876.5	ENSG00000166448.15	TMEM130	TRUE
ENST00000345589.4	ENSG00000166448.15	TMEM130	TRUE
ENST00000361368.7	ENSG00000198742.10	SMURF1	TRUE
ENST00000361125.1	ENSG00000198742.10	SMURF1	TRUE
ENST00000327442.6	ENSG00000185467.7	KPNA7	TRUE
ENST00000350498.8	ENSG00000106244.13	PDAP1	TRUE
ENST00000426447.3	ENSG00000106244.13	PDAP1	TRUE
ENST00000292478.9	ENSG00000106246.18	PTCD1	TRUE
ENST00000413834.5	ENSG00000248919.7	ATP5MF-PTCD1	TRUE
ENST00000430982.1	ENSG00000106246.18	PTCD1	FALSE
ENST00000419981.1	ENSG00000106246.18	PTCD1	FALSE
ENST00000451138.1	ENSG00000248919.7	ATP5MF-PTCD1	TRUE
ENST00000449683.5	ENSG00000241468.8	ATP5MF	TRUE
ENST00000359832.8	ENSG00000241468.8	ATP5MF	TRUE
ENST00000292475.8	ENSG00000241468.8	ATP5MF	TRUE
ENST00000488775.5	ENSG00000241468.8	ATP5MF	TRUE
ENST00000394186.3	ENSG00000241468.8	ATP5MF	TRUE
ENST00000426306.2	ENSG00000160908.15	ZNF394	TRUE
ENST00000651061.1	ENSG00000160908.15	ZNF394	TRUE
ENST00000449309.2	ENSG00000221909.3	FAM200A	TRUE
ENST00000222982.8	ENSG00000106258.15	CYP3A5	TRUE
ENST00000646887.1	ENSG00000106258.15	CYP3A5	TRUE
ENST00000339843.6	ENSG00000106258.15	CYP3A5	TRUE
ENST00000620220.5	ENSG00000282301.3	CYP3A7-CYP3A51P	FALSE
ENST00000611620.4	ENSG00000282301.3	CYP3A7-CYP3A51P	FALSE
ENST00000336374.4	ENSG00000160870.15	CYP3A7	TRUE
ENST00000354593.6	ENSG00000160868.15	CYP3A4	TRUE
ENST00000651514.1	ENSG00000160868.15	CYP3A4	TRUE
ENST00000336411.7	ENSG00000160868.15	CYP3A4	TRUE
ENST00000652018.1	ENSG00000160868.15	CYP3A4	TRUE
ENST00000651783.1	ENSG00000160868.15	CYP3A4	FALSE
ENST00000316368.2	ENSG00000244623.1	OR2AE1	TRUE
ENST00000349062.7	ENSG00000146833.16	TRIM4	TRUE
ENST00000355947.6	ENSG00000146833.16	TRIM4	TRUE
ENST00000354241.5	ENSG00000146833.16	TRIM4	TRUE
ENST00000312891.3	ENSG00000176402.6	GJC3	FALSE
ENST00000292401.9	ENSG00000160862.13	AZGP1	FALSE
ENST00000411734.1	ENSG00000160862.13	AZGP1	FALSE
ENST00000413658.6	ENSG00000166526.18	ZNF3	TRUE
